paper name,abstract,keywords,link
Extended Box Clustering for Classification Problems,"In this work we address a technique, based on elementary convex sets called box hulls, for effectively grouping finite point sets into non-convex objects, called box clusters. The proposed clustering approach is based on homogeneity conditions, not according to some distance measure, and it is situated inside the theoretical framework of Supervised clustering. This approach extends the so-called (convex) box clustering, originally developed in the context of the logical analysis of data, to non-convex geometry. We briefly discuss the topological properties of these clusters and introduce a family of hypergraphs, called incompatibility hypergraphs; the main aim for these hypergraphs is their role in clustering algorithms, even if they have strong theoretical properties as shown in other works in literature. We also discuss of supervised classification problems and generalized Voronoi diagrams are considered to define a classifier based on box clusters. Finally, computational experiments on real world data are used to show the efficacy of our methods both in terms of clustering and accuracy.","Box clusters, Incompatibility hypergraphs, Box-based classifier, Voronoi diagrams",https://link.springer.com//article/10.1007/s00357-018-9253-2
A Multivariate Logistic Distance Model for the Analysis of Multiple Binary Responses,"We propose a Multivariate Logistic Distance (MLD) model for the analysis of multiple binary responses in the presence of predictors. The MLD model can be used to simultaneously assess the dimensional/factorial structure of the data and to study the effect of the predictor variables on each of the response variables. To enhance interpretation, the results of the proposed model can be graphically represented in a biplot, showing predictor variable axes, the categories of the response variables and the subjects’ positions. The interpretation of the biplot uses a distance rule. The MLD model belongs to the family of marginal models for multivariate responses, as opposed to latent variable models and conditionally specified models. By setting the distance between the two categories of every response variable to be equal, the MLD model becomes equivalent to a marginal model for multivariate binary data estimated using a GEE method. In that case the MLD model can be fitted using existing statistical packages with a GEE procedure, e.g., the genmod procedure from SAS or the geepack package from R. Without the equality constraint, the MLD model is a general model which can be fitted by its own right. We applied the proposed model to empirical data to illustrate its advantages.","Multivariate binary data, Biplots, Multidimensional scaling, Multidimensional unfolding, Marginal model, Clustered bootstrap, Generalized estimating equations",https://link.springer.com//article/10.1007/s00357-018-9251-4
The Lack of Cross-Validation Can Lead to Inflated Results and Spurious Conclusions: A Re-Analysis of the MacArthur Violence Risk Assessment Study,"Cross-validation is an important evaluation strategy in behavioral predictive modeling; without it, a predictive model is likely to be overly optimistic. Statistical methods have been developed that allow researchers to straightforwardly cross-validate predictive models by using the same data employed to construct the model. In the present study, cross-validation techniques were used to construct several decision-tree models with data from the MacArthur Violence Risk Assessment Study (Monahan et al., 2001). The models were then compared with the original (non-cross-validated) Classification of Violence Risk assessment tool. The results show that the measures of predictive model accuracy (AUC, misclassification error, sensitivity, specificity, positive and negative predictive values) degrade considerably when applied to a testing sample, compared with the training sample used to fit the model initially. In addition, unless false negatives (that is, incorrectly predicting individuals to be nonviolent) are considered more costly than false positives (that is, incorrectly predicting individuals to be violent), the models generally make few predictions of violence. The results suggest that employing cross-validation when constructing models can make an important contribution to increasing the reliability and replicability of psychological research.","Classification trees, Cross-validation, Replicability, Misclassification costs, Random forests, Violence prediction",https://link.springer.com//article/10.1007/s00357-018-9252-3
Latent Ignorability and Item Selection for Nursing Home Case-Mix Evaluation,"In the social, behavioral, and health sciences it is often of interest to identify latent or unobserved groups in the population with the group membership of the individuals depending on a set of observed variables. In particular, we focus on the field of nursing home assessment in which the response variables typically come from the administration of questionnaires made of categorical items. These types of data may suffer from missing values and the use of lengthy questionnaires may be problematic as a large number of items could have a negative impact on the responses. In such a context, we introduce an extended version of the Latent Class (LC) model aimed at dealing with missing values, by assuming a form of latent ignorability. Moreover, we propose an item selection algorithm, based on the LC model, for finding the smallest subset of items providing an amount of information close to that of the initial set. The proposed approach is illustrated through an application to a dataset collected within an Italian project on the quality-of-life of nursing home patients.","Expectation-Maximization algorithm, Missing responses, Polytomous items, Quality-of-life, ULISSE project",https://link.springer.com//article/10.1007/s00357-017-9227-9
On the Ultrametric Generated by Random Distribution of Points in Euclidean Spaces of Large Dimensions with Correlated Coordinates,Recently a general theorem stating that the matrix of normalized Euclidean distances on the set of specially distributed random points in the n-dimensional Euclidean space ℝn with independent coordinates converges in probability as n→∞ to the ultrametric matrix had been proved. The main theorem of the present paper extends this result to the case of weakly correlated coordinates of random points. Prior to formulating and stating this result we give two illustrative examples describing particular algorithms of generation of such nearly ultrametric spaces.,"Ultrametric space, High dimension data, Degree of ultrametricity, Law of large numbers",https://link.springer.com//article/10.1007/s00357-017-9236-8
Investigating the Performance of a Variation of Multiple Correspondence Analysis for Multiple Imputation in Categorical Data Sets,"Non-response in survey data, especially in multivariate categorical variables, is a common problem which often leads to invalid inferences and inefficient estimates. A regularized iterative multiple correspondence analysis (RIMCA) algorithm in single imputation (SI) has been suggested for the handling of missing categorical data in survey analysis. This paper proposes an adapted version of the SI algorithm for multiple imputation (MI). The SI and MI techniques are compared for both simulated and real questionnaire data. A comparison between RIMCA MI and Sequential Regression Multiple Imputation (SRMI) is shown to establish the success of the proposed MI procedure.","Incomplete categorical data, Multiple correspondence analysis, Multiple imputation, Principal component analysis, Regularized iterative multiple correspondence analysis",https://link.springer.com//article/10.1007/s00357-017-9238-6
Modeling Threshold Interaction Effects Through the Logistic Classification Trunk,"We introduce a model dealing with the identification of interaction effects in binary response data, which integrates recursive partitioning and generalized linear models. It derives from an ad-hoc specification and consequent implementation of the Simultaneous Threshold Interaction Modeling Algorithm (STIMA). The model, called Logistic Classification Trunk, allows us to obtain regression parameters by maximum likelihood through the simultaneous estimation of both main effects and threshold interaction effects. The main feature of this model is that it allows the user to evaluate a unique model and simultaneously the importance of both effects obtained by first growing a classification trunk and then by pruning it back to avoid overfitting. We investigate the choice of a suitable pruning parameter through a simulation study and compare the classification accuracy of the Logistic Classification Trunk with that of 13 alternative models/classifiers on 25 binary response datasets.","STIMA, Generalized linear modeling, Logistic Regression, Recursive partitioning, Interaction effects, Regression trunk",https://link.springer.com//article/10.1007/s00357-017-9241-y
Improving SVM Classification on Imbalanced Datasets by Introducing a New Bias,"Support Vector Machine (SVM) learning from imbalanced datasets, as well as most learning machines, can show poor performance on the minority class because SVMs were designed to induce a model based on the overall error. To improve their performance in these kind of problems, a low-cost post-processing strategy is proposed based on calculating a new bias to adjust the function learned by the SVM.The proposed bias will consider the proportional size between classes in order to improve performance on the minority class. This solution avoids not only introducing and tuning new parameters, but also modifying the standard optimization problem for SVM training.Experimental results on 34 datasets, with different degrees of imbalance, show that the proposed method actually improves the classification on imbalanced datasets, by using standardized error measures based on sensitivity and g-means. Furthermore, its performance is comparable to well-known cost-sensitive and Synthetic Minority Over-sampling Technique (SMOTE) schemes, without adding complexity or computational costs.","Support Vector Machine, Post-processing, Bias, Cost-sensitive strategy, SMOTE",https://link.springer.com//article/10.1007/s00357-017-9242-x
A Semiparametric and Location-Shift Copula-Based Mixture Model,"Modeling mixtures of distributions has rested on Gaussian distributions and/or a conditional independence hypothesis for a long time. Only recently have researchers begun to construct and study broader generic models without appealing to such hypotheses. Some of these extensions use copulas as a tool to build flexible models, as they permit modeling the dependence and the marginal distributions separately. But this approach also has drawbacks. First, the practitioner has to make more arbitrary choices, and second, marginal misspecification may loom on the horizon. This paper aims at overcoming these limitations by presenting a copulabased mixture model which is semiparametric. Thanks to a location-shift hypothesis, semiparametric estimation, also, is feasible, allowing for data adaptation without any modeling effort.","Location, Shift, Copula, Mixture, Clustering, Semiparametric, Nonparametric",https://link.springer.com//article/10.1007/s00357-017-9243-9
Exact One-Sided Bayes Factors for 2 by 2 Contingency Tables,"One-sided Bayes factors are obtained for the association in 2 by 2 tables, under three different sampling designs. These Bayes factors are relevant when one has a prior believe about the direction of an association. It is further shown how prior knowledge can be incorporated in determining the support of a positive association against the hypothesis of row-column independence.","2 by 2 tables, One-sided Bayes factors, Row-column independence",https://link.springer.com//article/10.1007/s00357-017-9244-8
"Analysis of Web Visit Histories, Part II: Predicting Navigation by Nested STUMP Regression Trees","This paper constitutes part II of the contribution to the analysis of web visit histories through a new methodological framework for web usage-structure mining considering association rules theory. The aim is to explore through a tree structure the sequence of direct rules (i.e. paths) that characterize a web navigator who keeps standing longer on a web page with respect to the path characterizing navigators who leave the web earlier. A novel tree-based structure is introduced to take into account that the learning sample changes click by click leaving out navigators who drop off from the web after any click. The response variable at each time point is the remaining number of clicks before leaving the web. The split is induced by the predictors that describe the preferred web sections. The methodology introduced results in a Nested Stump Regression Tree that is an hierarchy of stump trees, where a stump is a tree with only one split or, equivalently, with only two terminal nodes. Suitable properties are outlined. As in first part of the contribution to the analysis of the web visit histories, a methodological description is provided by considering a web portal with a fixed set of web sections, i.e. a data set coming from the UCI Machine Learning Repository.","Web path, Sequence rules, Recursive partitioning, Web Usage-Structure Mining",https://link.springer.com//article/10.1007/s00357-017-9239-5
Real-Time Detection of In-flight Aircraft Damage,"When there is damage to an aircraft, it is critical to be able to quickly detect and diagnose the problem so that the pilot can attempt to maintain control of the aircraft and land it safely. We develop methodology for real-time classification of flight trajectories to be able to distinguish between an undamaged aircraft and five different damage scenarios. Principal components analysis allows a lower-dimensional representation of multi-dimensional trajectory information in time. Random Forests provide a computationally efficient approach with sufficient accuracy to be able to detect and classify the different scenarios in real-time. We demonstrate our approach by classifying realizations of a 45 degree bank angle generated from the Generic Transport Model flight simulator in collaboration with NASA.","Ensemble learning, Sliding window, Aviation safety",https://link.springer.com//article/10.1007/s00357-017-9237-7
rCOSA: A Software Package for Clustering Objects on Subsets of Attributes,"rCOSA is a software package interfaced to the R language. It implements statistical techniques for clustering objects on subsets of attributes in multivariate data. The main output of COSA is a dissimilarity matrix that one can subsequently analyze with a variety of proximity analysis methods. Our package extends the original COSA software (Friedman and Meulman, 2004) by adding functions for hierarchical clustering methods, least squares multidimensional scaling, partitional clustering, and data visualization. In the many publications that cite the COSA paper by Friedman and Meulman (2004), the COSA program is actually used only a small number of times. This can be attributed to the fact that this original implementation is not very easy to install and use. Moreover, the available software is out-of-date. Here, we introduce an up-to-date software package and a clear guidance for this advanced technique. The software package and related links are available for free at: https://github.com/mkampert/rCOSA.","Distance-based clustering, Subsets of variables, Feature selection, Targeted clustering, Mixtures of numeric and categorical variables, Clustering in R, Multidimensional scaling, Proximities, Dissimilarities, Omics data",https://link.springer.com//article/10.1007/s00357-017-9240-z
On Strategies to Fix Degenerate k-means Solutions,"k-means is a benchmark algorithm used in cluster analysis. It belongs to the large category of heuristics based on location-allocation steps that alternately locate cluster centers and allocate data points to them until no further improvement is possible. Such heuristics are known to suffer from a phenomenon called degeneracy in which some of the clusters are empty. In this paper, we compare and propose a series of strategies to circumvent degenerate solutions during a k-means execution. Our computational experiments show that these strategies are effective, leading to better clustering solutions in the vast majority of the cases in which degeneracy appears in k-means. Moreover, we compare the use of our fixing strategies within k-means against the use of two initialization methods found in the literature. These results demonstrate how useful the proposed strategies can be, specially inside memorybased clustering algorithms.","k-means, Minimum sum-of-squares, Degeneracy, Clustering, Heuristics",https://link.springer.com//article/10.1007/s00357-017-9231-0
Robinsonian Matrices: Recognition Challenges,"Ultrametric inequality is involved in different operations on (dis)similarity matrices. Its coupling with a compatible ordering leads to nice interpretations in seriation problems. We accurately review the interval graph recognition problem for its tight connection with recognizing a dense Robinsonian dissimilarity (precisely, in the anti-ultrametric case). Since real life matrices are prone to errors or missing entries, we address the sparse case and make progress towards recognizing sparse Robinsonian dissimilarities with lexicographic breadth first search. The ultrametric inequality is considered from the same graph point of view and the intimate connection between cocomparability graph and dense Robinsonian similarity is established. The current trend in recognizing special graph structures is examined in regard to multiple lexicographic search sweeps. Teaching examples illustrate the issues addressed for both dense and sparse symmetric matrices.","Robinsonian matrices, Interval graphs, Cocomparability graphs, Lexicographic searches, Partition refinement",https://link.springer.com//article/10.1007/s00357-017-9230-1
The Effect of Model Misspecification on Growth Mixture Model Class Enumeration,"Multiple criteria have been proposed to aid in deciding how many latent classes to extract in growth mixture models; however, studies are just beginning to investigate the performance of these criteria under non-ideal conditions. We review these previous studies and conduct a simulation study to address the performance of fit criteria under two previously uninvestigated assumption violations: (1) linearity of covariates and (2) proper specification of the growth factor covariance matrix. Results show that, provided that estimation is carried out with a large number of random starts and final stage optimizations, BIC and the bootstrap likelihood ratio test perform exceedingly well at identifying whether the data are homogenous or whether latent classes may be present, even with misspecifications present. Results were far less favorable when software default estimation choices were selected. We discuss implications to empirical studies and speculate on the relation between estimation choices and fit criteria perform.","Growth mixture model, Class enumeration, Bootstrapped likelihood ratio test, Latent class, Misspecification",https://link.springer.com//article/10.1007/s00357-017-9233-y
Robust Clustering in Regression Analysis via the Contaminated Gaussian Cluster-Weighted Model,"The Gaussian cluster-weighted model (CWM) is a mixture of regression models with random covariates that allows for flexible clustering of a random vector composed of response variables and covariates. In each mixture component, a Gaussian distribution is adopted for both the covariates and the responses given the covariates. To make the approach robust with respect to the presence of mildly atypical observations, the contaminated Gaussian CWM is introduced. In addition to the parameters of the Gaussian CWM, each mixture component has a parameter controlling the proportion of outliers, one controlling the proportion of leverage points, one specifying the degree of contamination with respect to the response variables, and another specifying the degree of contamination with respect to the covariates. Crucially, these parameters do not have to be specified a priori, adding flexibility to the approach. Furthermore, once the model is estimated and the observations are assigned to the components, a finer intra-group classification in typical points, (mild) outliers, good leverage points, and bad leverage points—concepts of primary importance in robust regression analysis—can be directly obtained. Relations with other mixture-based contaminated models are analyzed, identifiability conditions are provided, an expectation-conditional maximization algorithm is outlined for parameter estimation, and various implementation and operational issues are discussed. Properties of the estimators of the regression coefficients are evaluated through Monte Carlo experiments and compared with other procedures. A sensitivity study is also conducted based on a real data set.","Mixture models, Cluster-weighted models, Model-based clustering, Contaminated Gaussian distribution, Robust regression",https://link.springer.com//article/10.1007/s00357-017-9234-x
Dimension-Reduced Clustering of Functional Data via Subspace Separation,"We propose a new method for finding an optimal cluster structure of functions as well as an optimal subspace for clustering simultaneously. The proposed method aims to minimize a distance between functional objects and their projections with the imposition of clustering penalties. It includes existing approaches to functional cluster analysis and dimension reduction, such as functional principal component k-means (Yamamoto, 2012) and functional factorial k-means (Yamamoto and Terada, 2014), as special cases. We show that these existing methods can perform poorly when a disturbing structure exists and that the proposed method can overcome this drawback by using subspace separation. A novel model selection procedure has been proposed, which can also be applied to other joint analyses of dimension reduction and clustering. We apply the proposed method to artificial and real data to demonstrate its performance as compared to the extant approaches.","Clustering, Dimension reduction, Multivariate functional data, Disturbing structure, Subspace separation",https://link.springer.com//article/10.1007/s00357-017-9232-z
Handling Missing Data in Item Response Theory. Assessing the Accuracy of a Multiple Imputation Procedure Based on Latent Class Analysis,"A critical issue in analyzing multi-item scales is missing data treatment. Previous studies on this topic in the framework of item response theory have shown that imputation procedures are in general associated with more accurate estimates of item location and discrimination parameters under several missing data generating mechanisms. This paper proposes a model-based multiple imputation procedure for multiple categorical items (dichotomous, multinomial or Likert-type) which relies on the results of latent class analysis to impute missing item responses. The effectiveness of the proposed technique is assessed in the estimation of item response theory parameters using a range of ad hoc measures. The accuracy of the method is assessed with respect to other single and multiple imputation procedures, under different missing data generating mechanisms and different rate of missingness (5% to 30%). The simulation results indicate that the proposed technique performs satisfactorily under all conditions and has the greatest potential with severe rates of missingness and under non ignorable missing data mechanisms. The method was implemented in R code with a function that calls scripts from a latent class analysis routine.","Item response theory, Multiple imputation analysis, Latent class analysis, Missingness, Accuracy measures",https://link.springer.com//article/10.1007/s00357-017-9220-3
Multivariate Response and Parsimony for Gaussian Cluster-Weighted Models,"A family of parsimonious Gaussian cluster-weighted models is presented. This family concerns a multivariate extension to cluster-weighted modelling that can account for correlations between multivariate responses. Parsimony is attained by constraining parts of an eigen-decomposition imposed on the component covariance matrices. A sufficient condition for identifiability is provided and an expectation-maximization algorithm is presented for parameter estimation. Model performance is investigated on both synthetic and classical real data sets and compared with some popular approaches. Finally, accounting for linear dependencies in the presence of a linear regression structure is shown to offer better performance, vis-à-vis clustering, over existing methodologies.","Cluster-weighted model, EM algorithm, Multivariate response, Modelbased clustering, Mixture models, Parsimonious models, Eigen-decomposition, Regression",https://link.springer.com//article/10.1007/s00357-017-9221-2
On the Correspondence Between Procrustes Analysis and Bidimensional Regression,"Procrustes analysis is defined as the problem of fitting a matrix of data to a target matrix as closely as possible (Gower and Dijksterhuis, 2004). The problem can take many forms, but the most common form, orthogonal Procrustes analysis, has as allowable transformations, a translation, a scaling, an orthogonal rotation, and a reflection. Procrustes analysis and other rotation methods have a long history in quantitative psychology, as well as in other fields, such as biology (Siegel and Benson, 1982) and shape analysis (Kendall, 1984). In the field of quantitative geography, the use of bidimensional regression (Tobler, 1965) has recently become popular. Tobler (1994) defines bidimensional regression as “an extension of ordinary regression to the case in which both the independent and dependent variables are two-dimensional.” In this paper, it is established that orthogonal Procrustes analysis (without reflection) and Euclidean bidimensional regression are the same. As such, both areas of development can borrow from the other, allowing for a richer landscape of possibilities.","Procrustes analysis, Bidimensional regression",https://link.springer.com//article/10.1007/s00357-017-9224-z
Maximal Interaction Two-Mode Clustering,"Most classical approaches for two-mode clustering of a data matrix are designed to attain homogeneous row by column clusters (blocks, biclusters), that is, biclusters with a small variation of data values within the blocks. In contrast, this article deals with methods that look for a biclustering with a large interaction between row and column clusters. Thereby an aggregated, condensed representation of the existing interaction structure is obtained, together with corresponding row and column clusters, which both allow a parsimonious visualization and interpretation. In this paper we provide a statistical justification, in terms of a probabilistic model, for a two-mode interaction clustering criterion that has been proposed by Bock (1980). Furthermore, we show that maximization of this criterion is equivalent to minimizing the classical least-squares two-mode partitioning criterion for the double-centered version of the data matrix. The latter implies that the interaction clustering criterion can be optimized by applying classical two-mode partitioning algorithms. We illustrate the usefulness of our approach for the case of an empirical data set from personality psychology and we compare this method with other biclustering approaches where interactions play a role.","Two-mode data, Biclustering, Capturing row by column interaction, Clustering criteria, Probabilistic clustering model, Classification likelihood",https://link.springer.com//article/10.1007/s00357-017-9226-x
Finding Ultrametricity in Data using Topology,The topological ultrametricity index can be approximated by the expected survival time of a dataset in the state of being ultrametric while only distances up to a given value are considered. It is observed that the quotient of the number of connected components by the number of maximal cliques in the Vietoris-Rips graph initially is the survival function of a Weibull distribution. This is shown for some codings of Fisher’s Iris data as well as for random samples in the Euclidean hypercube.,"Ultrametric, Topology, Weibull distribution, Vietoris-Rips graph",https://link.springer.com//article/10.1007/s00357-017-9228-8
Fusing Vantage Point Trees and Linear Discriminants for Fast Feature Classification,"This paper describes a classification strategy that can be regarded as a more general form of nearest-neighbor classification. It fuses the concepts of nearest neighbor, linear discriminant and Vantage-Point trees, yielding an efficient indexing data structure and classification algorithm. In the learning phase, we define a set of disjoint subspaces of reduced complexity that can be separated by linear discriminants, ending up with an ensemble of simple (weak) classifiers that work locally. In classification, the closest centroids to the query determine the set of classifiers considered, which responses are weighted. The algorithm was experimentally validated in datasets widely used in the field, attaining error rates that are favorably comparable to the state-of-the-art classification techniques. Lastly, the proposed solution has a set of interesting properties for a broad range of applications: 1) it is deterministic; 2) it classifies in time approximately logarithmic with respect to the size of the learning set, being far more efficient than nearest neighbor classification in terms of computational cost; and 3) it keeps the generalization ability of simple models.","Vantage-point tree, Linear discriminants, Nearest neighbor classification",https://link.springer.com//article/10.1007/s00357-017-9223-0
Versatile Hyper-Elliptic Clustering Approach for Streaming Data Based on One-Pass-Thrown-Away Learning,"Finding patterns or clusters in streaming data is very important in the present information mining. The most critical issue is the huge amount of data versus the limited size of storage space. In the previous works, the essential information of huge data was represented by subsets of data, grid summarization, or spherical function. Those forms of data representation are not compact enough to capture the topology of the arriving data points and may lead to the lack of information for generating the accurate cluster result. In this work, we proposed a new versatile hyper-elliptic clustering algorithm, called VHEC, to cluster the streaming data in one-pass-thrown-away fashion in order to preserve the original topology of data space. To cope with the problem of one-pass-thrown-away clustering, a new set of elliptic micro-cluster parameters, i.e. boundary, density, direction, intra-distance and inter-distance, was introduced. Furthermore, a feasible technique for merging two micro-clusters was developed. The proposed parameters and one-pass-throw-away clustering algorithm were tested against several benchmark data sets and structural clustering data sets. Our performance was compared with existing algorithms. Regardless of different sizes, shapes, and densities, VHEC outperformed the other previous data stream clustering algorithms on both synthetic and real data sets. Moreover, VHEC is more significantly robust to streaming speed and incoming data sequence than the other compared algorithms in terms of purity, Rand index, and adjusted Rand index measures.","Data stream clustering, Micro-cluster, One-pass-thrown-away learning",https://link.springer.com//article/10.1007/s00357-017-9222-1
Single-Valued Neutrosophic Clustering Algorithms Based on Similarity Measures,"Clustering plays an important role in data mining, pattern recognition, and machine learning. Then, single-valued neutrosophic sets (SVNSs) can describe and handle indeterminate and inconsistent information, while fuzzy sets and intuitionistic fuzzy sets cannot describe and deal with it. To cluster the information represented by single-valued neutrosophic data, this paper proposes single-valued neutrosophic clustering algorithms based on similarity measures of SVNSs. Firstly, we introduce a similarity measure between SVNSs based on the min and max operators and propose another new similarity measure between SVNSs. Then, we present clustering algorithms based on the similarity measures of SVNSs for the clustering analysis of single-valued neutrosophic data. Finally, an illustrative example is given to demonstrate the application and effectiveness of the single-valued neutrosophic clustering algorithms.","Single-valued neutrososophic set, Clustering algorithm, Similarity measure, Similarity matrix",https://link.springer.com//article/10.1007/s00357-017-9225-y
Model-Based Clustering,"The notion of defining a cluster as a component in a mixture model was put forth by Tiedeman in 1955; since then, the use of mixture models for clustering has grown into an important subfield of classification. Considering the volume of work within this field over the past decade, which seems equal to all of that which went before, a review of work to date is timely. First, the definition of a cluster is discussed and some historical context for model-based clustering is provided. Then, starting with Gaussian mixtures, the evolution of model-based clustering is traced, from the famous paper by Wolfe in 1965 to work that is currently available only in preprint form. This review ends with a look ahead to the next decade or so.","Cluster, Cluster analysis, Mixture models",https://link.springer.com//article/10.1007/s00357-016-9211-9
Piecewise Regression Mixture for Simultaneous Functional Data Clustering and Optimal Segmentation,"This paper introduces a novel mixture model-based approach to the simultaneous clustering and optimal segmentation of functional data, which are curves presenting regime changes. The proposed model consists of a finite mixture of piecewise polynomial regression models. Each piecewise polynomial regression model is associated with a cluster, and within each cluster, each piecewise polynomial component is associated with a regime (i.e., a segment). We derive two approaches to learning the model parameters: the first is an estimation approach which maximizes the observed-data likelihood via a dedicated expectation-maximization (EM) algorithm, then yielding a fuzzy partition of the curves into K clusters obtained at convergence by maximizing the posterior cluster probabilities. The second is a classification approach and optimizes a specific classification likelihood criterion through a dedicated classification expectation-maximization (CEM) algorithm. The optimal curve segmentation is performed by using dynamic programming. In the classification approach, both the curve clustering and the optimal segmentation are performed simultaneously as the CEM learning proceeds. We show that the classification approach is a probabilistic version generalizing the deterministic K-means-like algorithm proposed in Hébrail, Hugueney, Lechevallier, and Rossi (2010). The proposed approach is evaluated using simulated curves and real-world curves. Comparisons with alternatives including regression mixture models and the K-means-like algorithm for piecewise regression demonstrate the effectiveness of the proposed approach.","Model-based clustering, Functional data analysis, Optimal curve segmentation, Mixture models, Piecewise regression, EM algortihm, CEM algorithm.",https://link.springer.com//article/10.1007/s00357-016-9212-8
Finite Mixture Modeling of Gaussian Regression Time Series with Application to Dendrochronology,Finite mixture modeling is a popular statistical technique capable of accounting for various shapes in data. One popular application of mixture models is model-based clustering. This paper considers the problem of clustering regression autoregressive moving average time series. Two novel estimation procedures for the considered framework are developed. The first one yields the conditional maximum likelihood estimates which can be used in cases when the length of times series is substantial. Simple analytical expressions make fast parameter estimation possible. The second method incorporates the Kalman filter and yields the exact maximum likelihood estimates. The procedure for assessing variability in obtained estimates is discussed. We also show that the Bayesian information criterion can be successfully used to choose the optimal number of mixture components and correctly assess time series orders. The performance of the developed methodology is evaluated on simulation studies. An application to the analysis of tree ring data is thoroughly considered. The results are very promising as the proposed approach overcomes the limitations of other methods developed so far.,"Finite mixture models, Model-based clustering, EM algorithm, Kalman filter, Regression time series, Annual tree rings.",https://link.springer.com//article/10.1007/s00357-016-9216-4
Weighted Euclidean Biplots,"We construct a weighted Euclidean distance that approximates any distance or dissimilarity measure between individuals that is based on a rectangular cases-by-variables data matrix. In contrast to regular multidimensional scaling methods for dissimilarity data, our approach leads to biplots of individuals and variables while preserving all the good properties of dimension-reduction methods that are based on the singular-value decomposition. The main benefits are the decomposition of variance into components along principal axes, which provide the numerical diagnostics known as contributions, and the estimation of nonnegative weights for each variable. The idea is inspired by the distance functions used in correspondence analysis and in principal component analysis of standardized data, where the normalizations inherent in the distances can be considered as differential weighting of the variables. In weighted Euclidean biplots, we allow these weights to be unknown parameters, which are estimated from the data to maximize the fit to the chosen distances or dissimilarities. These weights are estimated using a majorization algorithm. Once this extra weight-estimation step is accomplished, the procedure follows the classical path in decomposing the matrix and displaying its rows and columns in biplots.","Biplot, Correspondence analysis, Distance, Majorization, Multidimensional scaling, Singular value decomposition, Weighted least squares",https://link.springer.com//article/10.1007/s00357-016-9213-7
Estimation of Generalized DINA Model with Order Restrictions,"Cognitive diagnostic models provide valuable information on whether a student has mastered each of the attributes a test intends to evaluate. Despite its generality, the generalized DINA model allows for the possibility of lower correct rates for students who master more attributes than those who know less. This paper considers the use of order-constrained parameter space of the G-DINA model to avoid such a counter-intuitive phenomenon and proposes two algorithms, the upward and downward methods, for parameter estimation. Through simulation studies, we compare the accuracy in parameter estimation and in classification of attribute patterns obtained from the proposed two algorithms and the current approach when the restricted parameter space is true. Our results show that the upward method performs the best among the three, and therefore it is recommended for estimation, regardless of the distribution of respondents’ attribute patterns, types of test items, and the sample size of the data.","Cognitive diagnostic model, G-DINA model, Order restrictions, Classification of attribute patterns.",https://link.springer.com//article/10.1007/s00357-016-9215-5
Fidelity-Commensurability Tradeoff in Joint Embedding of Disparate Dissimilarities,"In various data settings, it is necessary to compare observations from disparate data sources. We assume the data is in the dissimilarity representation (Pękalska and Duin, 2005) and investigate a joint embedding method (Priebe et al., 2013) that results in a commensurate representation of disparate dissimilarities. We further assume that there are “matched” observations from different conditions which can be considered to be highly similar, for the sake of inference. The joint embedding results in the joint optimization of fidelity (preservation of within-condition dissimilarities) and commensurability (preservation of between-condition dissimilarities between matched observations). We show that the tradeoff between these two criteria can be made explicit using weighted raw stress as the objective function for multidimensional scaling. In our investigations, we use a weight parameter, w, to control the tradeoff, and choose match detection as the inference task. Our results show weights that are optimal (with respect to the inference task) are different than equal weights for commensurability and fidelity and the proposed weighted embedding scheme provides significant improvements in statistical power.","Multidimensional scaling, Embedding of dissimilarities, Multimodal data fusion, Joint embedding, Inference.",https://link.springer.com//article/10.1007/s00357-016-9214-6
Kappa Coefficients for Circular Classifications,"Circular classifications are classification scales with categories that exhibit a certain periodicity. Since linear scales have endpoints, the standard weighted kappas used for linear scales are not appropriate for analyzing agreement between two circular classifications. A family of kappa coefficients for circular classifications is defined. The kappas differ only in one parameter. It is studied how the circular kappas are related and if the values of the circular kappas depend on the number of categories. It turns out that the values of the circular kappas can be strictly ordered in precisely two ways. The orderings suggest that the circular kappas are measuring the same thing, but to a different extent. If one accepts the use of magnitude guidelines, it is recommended to use stricter criteria for circular kappas that tend to produce higher values.","Cohen’s kappa, Weighted kappa, Inter-rater agreement, Linear scale, Circular scale.",https://link.springer.com//article/10.1007/s00357-016-9217-3
A Proof of the Duality of the DINA Model and the DINO Model,"The Deterministic Input Noisy Output “AND” gate (DINA) model and the Deterministic Input Noisy Output “OR” gate (DINO) model are two popular cognitive diagnosis models (CDMs) for educational assessment. They represent different views on how the mastery of cognitive skills and the probability of a correct item response are related. Recently, however, Liu, Xu, and Ying demonstrated that the DINO model and the DINA model share a “dual” relation. This means that one model can be expressed in terms of the other, and which of the two models is fitted to a given data set is essentially irrelevant because the results are identical. In this article, a proof of the duality of the DINA model and the DINO model is presented that is tailored to the form and parameterization of general CDMs that have become the new theoretical standard in cognitively diagnostic modeling.","Cognitive diagnosis, DINA model, DINO model, General cognitive diagnosis models",https://link.springer.com//article/10.1007/s00357-016-9202-x
